id;co2_ppm;tvoc_ppm;bmp280_temperature;bmp280_pressure;mlx_object_temperature;mlx_ambient_temperature;humidity_dht;temperature_dht;pir_uptime;timestamp;human_count;ventilation_on;door_closed
2042;448.0;7.0;25.19;100358.65;23.15;24.07;36.0;22.8;10.03;2025-08-22 11:34:22;2;1;1
2043;461.0;9.0;25.2;100361.55;23.33;24.11;37.0;22.8;7.35;2025-08-22 11:34:32;2;1;1
2044;447.0;7.0;25.21;100359.0;23.27;24.11;37.0;22.4;0.0;2025-08-22 11:34:42;2;1;1
2045;464.0;9.0;25.22;100359.84;23.27;24.11;37.0;22.8;0.0;2025-08-22 11:34:52;2;1;1
2046;457.0;8.0;25.23;100360.75;23.35;24.15;37.0;22.4;6.63;2025-08-22 11:35:02;2;1;1
2047;476.0;11.0;25.22;100361.31;23.35;24.13;37.0;22.8;1.39;2025-08-22 11:35:12;2;1;1
2048;464.0;9.0;25.24;100360.96;23.33;24.19;37.0;22.3;0.0;2025-08-22 11:35:22;2;1;1
2049;457.0;8.0;25.23;100358.86;23.33;24.15;37.0;22.7;0.0;2025-08-22 11:35:32;2;1;1
2050;461.0;9.0;25.24;100358.96;23.23;24.19;37.0;22.8;0.87;2025-08-22 11:35:42;2;1;1
2051;461.0;9.0;25.24;100359.62;23.23;24.21;37.0;22.8;1.4;2025-08-22 11:35:52;2;1;1
2052;461.0;9.0;25.24;100361.62;23.27;24.15;37.0;22.7;0.0;2025-08-22 11:36:02;2;1;1
2053;464.0;9.0;25.26;100360.72;23.29;24.15;37.0;22.7;0.0;2025-08-22 11:36:12;2;1;1
2054;456.0;8.0;25.26;100362.72;23.17;24.13;37.0;22.8;0.0;2025-08-22 11:36:22;2;1;1
2055;450.0;7.0;25.26;100360.16;23.29;24.19;37.0;22.5;5.22;2025-08-22 11:36:32;2;1;1
2056;457.0;8.0;25.28;100358.61;23.29;24.23;37.0;22.5;0.0;2025-08-22 11:36:42;2;1;1
2057;465.0;9.0;25.29;100361.34;23.33;24.23;37.0;22.4;7.54;2025-08-22 11:36:52;2;1;1
2058;450.0;7.0;25.29;100361.34;23.39;24.25;37.0;22.7;3.52;2025-08-22 11:37:02;2;1;1
2059;498.0;14.0;25.29;100362.02;23.35;24.25;37.0;22.7;5.67;2025-08-22 11:37:12;2;1;1
2060;452.0;7.0;25.3;100361.02;23.33;24.25;37.0;22.5;7.26;2025-08-22 11:37:22;2;1;1
2061;488.0;13.0;25.32;100360.03;23.29;24.25;37.0;22.8;7.5;2025-08-22 11:37:32;2;1;1
2062;463.0;9.0;25.33;100361.69;23.29;24.29;37.0;22.8;7.21;2025-08-22 11:37:42;2;1;1
2063;495.0;14.0;25.33;100360.22;23.27;24.29;37.0;22.8;7.6;2025-08-22 11:37:52;2;1;0
2064;473.0;11.0;25.32;100355.38;23.35;24.31;37.0;22.7;8.04;2025-08-22 11:38:03;2;1;0
2065;473.0;11.0;25.3;100354.36;23.39;24.29;37.0;22.8;7.61;2025-08-22 11:38:12;2;1;0
2066;470.0;10.0;25.32;100355.38;23.35;24.29;37.0;22.8;4.46;2025-08-22 11:38:22;2;1;0
2067;463.0;9.0;25.31;100356.6;23.27;24.25;36.0;22.4;3.38;2025-08-22 11:38:38;2;1;0
2068;483.0;12.0;25.31;100356.47;23.17;24.27;37.0;22.7;0.0;2025-08-22 11:38:42;2;1;0
2069;451.0;7.0;25.27;100355.06;23.21;24.25;37.0;22.8;0.0;2025-08-22 11:38:52;2;1;0
2070;443.0;6.0;25.27;100352.96;23.27;24.23;37.0;22.8;0.0;2025-08-22 11:39:02;2;1;0
2071;441.0;6.0;25.28;100354.61;23.17;24.19;36.0;22.8;0.0;2025-08-22 11:39:13;2;1;0
2072;428.0;4.0;25.25;100354.61;23.21;24.15;36.0;22.7;9.46;2025-08-22 11:39:23;2;1;0
2073;443.0;6.0;25.22;100355.18;23.15;24.15;36.0;22.7;8.86;2025-08-22 11:39:33;2;1;0
2074;413.0;1.0;25.21;100355.1;23.15;24.09;36.0;22.7;2.73;2025-08-22 11:39:43;2;1;0
2075;405.0;0.0;25.23;100358.75;23.09;24.09;36.0;22.7;2.93;2025-08-22 11:39:53;2;1;0
2076;448.0;7.0;25.2;100353.42;23.05;24.09;36.0;22.7;0.0;2025-08-22 11:40:03;2;1;0
2077;406.0;0.0;25.18;100355.14;22.99;24.05;36.0;22.8;4.39;2025-08-22 11:40:13;2;1;0
2078;409.0;1.0;25.16;100353.45;23.23;24.01;36.0;22.7;4.41;2025-08-22 11:40:23;2;1;0
2079;406.0;0.0;25.18;100354.47;23.09;24.05;36.0;22.8;6.45;2025-08-22 11:40:33;2;1;0
2080;409.0;1.0;25.15;100356.45;23.09;24.03;35.0;22.8;5.3;2025-08-22 11:40:43;2;1;0
2081;400.0;0.0;25.15;100355.78;23.17;23.95;35.0;22.8;5.61;2025-08-22 11:40:53;2;1;0
2082;400.0;0.0;25.14;100352.94;23.17;23.95;35.0;22.8;4.41;2025-08-22 11:41:03;2;1;0
2083;403.0;0.0;25.16;100354.69;23.11;23.95;35.0;22.7;2.15;2025-08-22 11:41:13;2;1;0
2084;427.0;4.0;25.16;100354.8;23.17;23.95;35.0;22.7;7.38;2025-08-22 11:41:23;2;1;0
2085;400.0;0.0;25.14;100354.37;23.15;24.01;36.0;22.9;0.75;2025-08-22 11:41:33;2;1;0
2086;409.0;1.0;25.14;100353.7;23.29;23.95;36.0;22.8;4.79;2025-08-22 11:41:43;2;1;0
2087;405.0;0.0;25.15;100354.58;23.33;23.99;35.0;22.7;4.84;2025-08-22 11:41:53;2;1;0
2088;400.0;0.0;25.17;100357.56;23.27;23.99;35.0;22.8;8.06;2025-08-22 11:42:03;2;1;0
2089;434.0;5.0;25.15;100355.25;22.89;23.99;35.0;22.8;4.93;2025-08-22 11:42:13;2;1;0
2090;438.0;5.0;25.11;100354.94;22.89;23.99;35.0;22.7;0.0;2025-08-22 11:42:23;1;0;0
2091;411.0;1.0;25.08;100353.71;23.03;23.99;35.0;22.8;0.0;2025-08-22 11:42:33;1;0;0
2092;445.0;6.0;25.06;100355.29;22.99;23.99;35.0;22.9;0.0;2025-08-22 11:42:48;1;0;0
2093;413.0;1.0;25.07;100356.09;22.95;24.03;35.0;22.7;5.34;2025-08-22 11:42:53;1;0;0
2094;433.0;5.0;25.04;100354.83;22.93;24.01;35.0;22.7;7.37;2025-08-22 11:43:03;1;0;0
2095;428.0;4.0;25.01;100356.12;22.83;24.01;35.0;22.7;7.49;2025-08-22 11:43:13;1;0;0
2096;400.0;0.0;25.0;100356.02;22.89;23.99;35.0;22.7;2.83;2025-08-22 11:43:23;1;0;0
2097;421.0;3.0;24.97;100357.32;22.81;24.01;35.0;22.8;0.0;2025-08-22 11:43:33;1;0;0
2098;464.0;9.0;24.95;100358.89;22.81;23.95;35.0;22.6;0.0;2025-08-22 11:43:43;1;0;0
2099;450.0;7.0;24.95;100357.56;22.77;23.95;35.0;22.8;4.6;2025-08-22 11:43:53;1;0;0
2100;426.0;3.0;24.94;100357.35;22.87;23.95;35.0;22.7;0.0;2025-08-22 11:44:03;1;0;0
2101;407.0;1.0;24.91;100356.05;22.81;23.99;34.0;22.7;0.0;2025-08-22 11:44:13;1;0;0
2102;402.0;0.0;24.89;100352.41;22.75;23.95;34.0;22.5;0.0;2025-08-22 11:44:23;1;0;0
2103;428.0;4.0;24.87;100354.5;22.75;23.93;34.0;22.8;0.0;2025-08-22 11:44:33;1;0;0
2104;408.0;1.0;24.86;100355.62;22.77;23.91;34.0;22.5;7.37;2025-08-22 11:44:43;1;0;0
2105;423.0;3.0;24.84;100353.84;22.75;23.89;34.0;22.7;2.81;2025-08-22 11:44:53;1;0;0
2106;417.0;2.0;24.83;100355.06;22.81;23.87;34.0;22.4;0.0;2025-08-22 11:45:04;1;0;0
2107;409.0;1.0;24.83;100354.41;22.77;23.89;34.0;22.7;0.0;2025-08-22 11:45:14;1;0;0
2108;414.0;2.0;24.82;100354.08;22.99;23.91;34.0;22.6;7.99;2025-08-22 11:45:24;2;0;0
2109;450.0;7.0;24.81;100353.97;22.99;23.89;34.0;22.6;8.18;2025-08-22 11:45:34;2;0;0
2110;402.0;0.0;24.8;100356.42;23.15;23.87;34.0;22.4;8.65;2025-08-22 11:45:44;2;0;0
2111;414.0;2.0;24.83;100356.32;23.21;23.93;34.0;22.4;9.43;2025-08-22 11:45:54;2;0;0
2112;447.0;7.0;24.83;100353.73;23.17;23.89;34.0;22.5;10.03;2025-08-22 11:46:04;2;0;0
2113;414.0;2.0;24.85;100355.41;23.17;23.89;34.0;22.3;9.52;2025-08-22 11:46:15;2;0;0
2114;425.0;3.0;24.84;100355.97;23.21;23.93;35.0;22.6;10.03;2025-08-22 11:46:24;2;0;1
2115;400.0;0.0;24.88;100353.39;23.23;23.91;35.0;22.7;4.08;2025-08-22 11:46:34;2;0;1
2116;434.0;5.0;24.9;100355.17;23.27;23.91;34.0;22.5;10.03;2025-08-22 11:46:44;2;0;1
2117;476.0;11.0;24.93;100360.47;23.23;23.93;35.0;22.4;2.34;2025-08-22 11:46:54;2;0;1
2118;442.0;6.0;24.95;100362.89;23.39;23.99;35.0;22.4;7.34;2025-08-22 11:47:04;2;0;1
2119;447.0;7.0;24.99;100362.33;25.87;23.99;35.0;22.5;8.99;2025-08-22 11:47:16;2;1;1
2120;480.0;12.0;25.08;100365.03;23.21;24.01;35.0;22.7;9.18;2025-08-22 11:47:28;2;1;1
2121;442.0;6.0;25.06;100366.5;23.33;24.05;35.0;22.7;9.49;2025-08-22 11:47:36;2;1;1
2122;464.0;9.0;25.05;100366.95;23.29;24.03;35.0;22.7;7.65;2025-08-22 11:47:44;2;1;1
2123;457.0;8.0;25.01;100365.52;23.29;24.01;35.0;22.5;10.03;2025-08-22 11:47:57;2;1;1
2124;478.0;11.0;25.02;100362.97;23.21;23.99;35.0;22.6;7.61;2025-08-22 11:48:04;2;1;1
2125;482.0;12.0;24.98;100362.89;23.27;23.95;35.0;22.8;7.89;2025-08-22 11:48:14;2;1;1
2126;464.0;9.0;24.99;100363.66;23.23;23.95;35.0;22.9;9.55;2025-08-22 11:48:24;2;1;1
2127;520.0;18.0;25.01;100364.86;23.29;23.95;35.0;22.8;8.05;2025-08-22 11:48:36;2;1;1
2128;577.0;26.0;25.05;100365.62;23.23;23.99;36.0;22.8;8.54;2025-08-22 11:48:44;2;1;1
2129;580.0;27.0;25.07;100364.08;23.17;23.95;36.0;22.7;10.03;2025-08-22 11:48:54;2;1;1
2130;542.0;21.0;25.07;100364.19;23.27;23.99;36.0;22.9;9.09;2025-08-22 11:49:04;2;1;1
2131;536.0;20.0;25.06;100364.61;23.15;23.99;36.0;22.8;7.74;2025-08-22 11:49:14;2;1;1
2132;553.0;23.0;25.06;100362.61;23.17;23.95;36.0;22.9;9.25;2025-08-22 11:49:24;2;1;1
2133;614.0;32.0;25.06;100362.61;23.21;23.95;36.0;22.9;10.03;2025-08-22 11:49:34;2;1;1
2134;567.0;25.0;25.05;100359.73;23.23;23.89;36.0;22.9;10.03;2025-08-22 11:49:44;2;1;1
2135;572.0;26.0;25.07;100362.75;23.41;23.93;36.0;22.9;10.03;2025-08-22 11:49:54;2;1;1
2136;561.0;24.0;25.09;100361.17;23.39;23.95;36.0;22.9;10.03;2025-08-22 11:50:04;2;1;1
2137;715.0;47.0;25.08;100359.7;23.45;23.91;36.0;22.8;6.77;2025-08-22 11:50:14;2;1;1
2138;607.0;31.0;25.09;100359.17;23.11;23.93;36.0;22.9;9.11;2025-08-22 11:50:24;2;1;1
2139;600.0;30.0;25.09;100359.17;23.03;23.89;36.0;22.9;9.36;2025-08-22 11:50:34;1;1;1
2140;599.0;30.0;25.09;100360.5;23.05;23.91;36.0;22.8;2.92;2025-08-22 11:50:45;1;1;1
2141;599.0;30.0;25.07;100360.19;23.03;23.93;36.0;22.9;1.04;2025-08-22 11:50:55;1;1;1
2142;599.0;30.0;25.07;100360.19;23.03;23.91;36.0;23.0;10.03;2025-08-22 11:51:05;1;1;1
2143;605.0;31.0;25.06;100360.51;23.03;23.93;36.0;22.9;9.95;2025-08-22 11:51:15;1;1;1
2144;572.0;26.0;25.05;100363.06;23.09;23.95;36.0;22.9;7.71;2025-08-22 11:51:25;1;1;1
2145;552.0;23.0;25.05;100362.96;23.03;23.89;36.0;22.9;5.61;2025-08-22 11:51:35;1;1;1
2146;534.0;20.0;25.04;100361.49;22.99;23.89;36.0;22.9;0.0;2025-08-22 11:51:45;1;1;1
2147;537.0;20.0;25.04;100364.16;23.03;23.87;35.0;22.9;7.8;2025-08-22 11:51:55;1;1;1
2148;537.0;20.0;25.06;100362.61;22.99;23.87;35.0;22.9;7.24;2025-08-22 11:52:05;1;1;1
2149;519.0;18.0;25.05;100352.97;22.87;23.85;35.0;22.9;9.96;2025-08-22 11:52:15;1;1;1
2150;519.0;18.0;25.07;100354.09;22.75;23.89;35.0;22.9;2.09;2025-08-22 11:52:25;1;1;1
2151;497.0;14.0;25.08;100352.38;22.77;23.89;35.0;22.9;0.0;2025-08-22 11:52:35;0;0;0
2152;501.0;15.0;25.08;100351.71;22.71;23.89;35.0;22.9;0.0;2025-08-22 11:52:45;0;0;0
2153;505.0;15.0;25.09;100355.18;22.69;23.91;35.0;22.9;0.0;2025-08-22 11:52:55;0;0;0
2154;498.0;14.0;25.07;100353.53;22.65;23.89;35.0;22.8;0.0;2025-08-22 11:53:05;0;0;0
2155;495.0;14.0;25.08;100355.05;22.63;23.91;35.0;22.8;0.0;2025-08-22 11:53:15;0;0;0
2156;480.0;12.0;25.1;100354.72;22.65;23.93;35.0;22.9;0.0;2025-08-22 11:53:25;0;0;0
2157;480.0;12.0;25.1;100352.16;22.69;23.99;35.0;22.7;0.0;2025-08-22 11:53:39;0;0;0
2158;476.0;11.0;25.11;100353.6;22.63;23.95;35.0;22.8;0.0;2025-08-22 11:53:47;0;0;0
2159;466.0;10.0;25.09;100355.28;22.83;23.95;35.0;22.8;8.08;2025-08-22 11:53:55;1;0;0
2160;444.0;6.0;25.08;100353.71;22.83;23.99;35.0;22.8;6.7;2025-08-22 11:54:05;1;0;0
2161;409.0;1.0;25.08;100355.05;22.93;24.03;35.0;22.9;10.03;2025-08-22 11:54:15;1;0;0
2162;405.0;0.0;25.09;100355.28;22.81;24.01;35.0;22.7;8.81;2025-08-22 11:54:25;1;0;0
2163;427.0;4.0;25.1;100354.72;22.89;24.01;34.0;22.7;1.91;2025-08-22 11:54:35;1;0;0
2164;406.0;0.0;25.11;100352.94;22.93;24.01;34.0;22.7;0.0;2025-08-22 11:54:45;1;0;0
